plan_order,wave,wave_name,batch,batch_name,chunk,risk,date,short_sha,sha,author,subject,rationale,top_dirs,files_changed,insertions,deletions,goal,validation,commit_url,new_in_revision
147,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,2026-03-25,511d1bd7ab,511d1bd7ab2f2fc97aee4318231c60734076e59a,Thomas Trompette,Fix SSE event stream errors when impersonating users with limited permissions (#18966),core product bug fix,packages/twenty-front (2),2,4,0,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/511d1bd7ab2f2fc97aee4318231c60734076e59a,no
148,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,2026-03-25,72dd3af155,72dd3af1559a00d2f4bc8005378368a64de5a4a4,Charles Bochet,fix SVG icon sizing broken in Chrome 142 (#18974),core product bug fix,packages/twenty-front (3),3,17,13,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/72dd3af1559a00d2f4bc8005378368a64de5a4a4,no
149,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,2026-03-26,1e2b31b040,1e2b31b040d74c449fdf679a0ba3f8ec00e2b5ee,BugIsGod,fix: prevent saving API key with empty name (#18970),core product bug fix,packages/twenty-front (3),3,26,14,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/1e2b31b040d74c449fdf679a0ba3f8ec00e2b5ee,no
150,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,medium,2026-03-26,34832815e6,34832815e656df0e33dca75a3bf9ff7d4bcbfabb,Harshit Singh,fix: update settings page for mobile viewport (#18991),core product bug fix,"packages/twenty-front (12), packages/twenty-ui (1)",13,192,110,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/34832815e656df0e33dca75a3bf9ff7d4bcbfabb,no
151,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,high,2026-03-27,6f0ac88e20,6f0ac88e20056dfe0d1f1d36950a5f43c9b84ef6,Rayan Salhab,fix: batch viewGroup mutations sequentially to prevent race conditions (#19027),core product bug fix,"packages/twenty-server (5), packages/twenty-front (4), packages/twenty-client-sdk (3)",12,427,45,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/6f0ac88e20056dfe0d1f1d36950a5f43c9b84ef6,no
152,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,2026-03-30,383935d0d9,383935d0d9302d3afd18d3cccf0c152d303a8bc3,Raphaël Bosi,Fix widgets drag handles (#19133),core product bug fix,packages/twenty-front (2),2,41,25,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/383935d0d9302d3afd18d3cccf0c152d303a8bc3,no
153,3,Frontend Correctness,3D,Misc Product Bugs,3D-03,medium,2026-03-31,ec283b8f2d,ec283b8f2d59e198228112eb19236606c2e5cbe1,Abdul Rahman,Fix dropping workspace nav items at the bottom of the list (#18989),core product bug fix,packages/twenty-front (10),10,152,69,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/ec283b8f2d59e198228112eb19236606c2e5cbe1,no
154,3,Frontend Correctness,3D,Misc Product Bugs,3D-03,low,2026-04-02,16033e9f99,16033e9f9994033ead0ace2a4ec11690257f7f86,Raphaël Bosi, Fix front component worker re-creation on every render (#19245),core product bug fix,packages/twenty-front-component-renderer (5),5,50,13,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/16033e9f9994033ead0ace2a4ec11690257f7f86,no
155,3,Frontend Correctness,3D,Misc Product Bugs,3D-03,low,2026-04-07,955aa9191f,955aa9191f5c5c9f8dd53c05efa496bc4e40823a,Félix Malfait,fix: unify settings layout prep when entering settings from outside (#19373),core product bug fix,packages/twenty-front (4),4,30,44,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/955aa9191f5c5c9f8dd53c05efa496bc4e40823a,no
156,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,2026-03-03,b2b3a3f860,b2b3a3f8606ec0ce5c69433b78b0fd5f18e8072d,Thomas Trompette,Workflow iterator continues on faillure (#18325),workflow reliability fix,"packages/twenty-server (22), packages/twenty-front (5), packages/twenty-shared (2)",29,1410,456,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/b2b3a3f8606ec0ce5c69433b78b0fd5f18e8072d,no
157,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,2026-03-03,5c4a1f931a,5c4a1f931abe40c2aaedb290b1c5ea809c88e428,martmull,Fix trigger missing (#18348),workflow reliability fix,packages/twenty-front (2),2,13,7,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/5c4a1f931abe40c2aaedb290b1c5ea809c88e428,no
158,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,2026-03-04,911a46aa45,911a46aa45505478bf6e2fbc61f8494ec8e1dbd7,Thomas Trompette,Improve workflow perfs (#18376),workflow reliability fix,packages/twenty-server (11),11,357,135,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/911a46aa45505478bf6e2fbc61f8494ec8e1dbd7,no
159,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,2026-03-05,a2f80d882b,a2f80d882bd9f7f56c035fdba2d127fc381f2b72,Thomas Trompette,Stop catching all workflow errors (#18392),workflow reliability fix,packages/twenty-server (12),12,121,150,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/a2f80d882bd9f7f56c035fdba2d127fc381f2b72,no
160,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,2026-03-05,e27a8b5107,e27a8b51079029cbd3fcd854307337ff8854a251,Charles Bochet,Fix Workflow layout show page (#18447),workflow reliability fix,packages/twenty-front (1),1,7,0,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/e27a8b51079029cbd3fcd854307337ff8854a251,no
161,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,2026-03-05,b421efbff7,b421efbff73cba598033c07a7ddaa5eaeb194ebd,Charles Bochet,fix: remove add record on workflow runs/versions (#18448),workflow reliability fix,packages/twenty-front (5),5,33,2,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/b421efbff73cba598033c07a7ddaa5eaeb194ebd,no
162,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,2026-03-12,3f420c84d7,3f420c84d7474d363ffd6b1def7cd2e87f5ab6fb,Weiko,Fix Flow tab missing for workflow run (#18602),workflow reliability fix,packages/twenty-front (1),1,4,2,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/3f420c84d7474d363ffd6b1def7cd2e87f5ab6fb,no
163,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,2026-03-19,b86e6189c0,b86e6189c08afa13c82c4dcdfd2a71e226377bf5,Thomas Trompette,Remove postition from Timeline Activities + fix workflow title placeholder (#18777),workflow reliability fix,"packages/twenty-server (2), packages/twenty-front (1)",3,56,3,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/b86e6189c08afa13c82c4dcdfd2a71e226377bf5,no
164,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,2026-03-25,6c1db2e7fb,6c1db2e7fb31f0013b290be8a8e9b4bd4b61fafd,Thomas Trompette,Do not run loop when iterator is skipped (#18964),core app change worth pulling,packages/twenty-server (2),2,26,1,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/6c1db2e7fb31f0013b290be8a8e9b4bd4b61fafd,no
165,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,2026-03-26,34ab72c460,34ab72c4606b2390009d8e5b583536ad58552467,Thomas Trompette,Fix: Cannot create two workflow agent nodes because these have the same name (#19015),workflow reliability fix,packages/twenty-server (1),1,5,10,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/34ab72c4606b2390009d8e5b583536ad58552467,no
166,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,2026-04-01,19dd4d6c1b,19dd4d6c1b08ed3463f9edb6eeaa4a54cb55cbf5,Thomas Trompette,Fix workflow date fields (#19210),workflow reliability fix,packages/twenty-front (6),6,151,304,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/19dd4d6c1b08ed3463f9edb6eeaa4a54cb55cbf5,no
167,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,2026-04-02,047dd350f6,047dd350f6da877ee502f99397bbe4c0d104f506,nitin,fix workflow node (#19262),workflow reliability fix,packages/twenty-front (1),1,1,0,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/047dd350f6da877ee502f99397bbe4c0d104f506,no
168,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,2026-04-07,e048d03872,e048d03872cbd2ecc1d5f3f93478f36fca3bdca4,Thomas Trompette,Improve workflow crons efficiency (#19381),workflow reliability fix,packages/twenty-server (4),4,131,69,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/e048d03872cbd2ecc1d5f3f93478f36fca3bdca4,no
169,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,2026-03-11,e4e7137660,e4e7137660df3d973e062acde4e401205e3e6e6a,Abdul Rahman,Navigate to page when clicking nav item in edit mode (#18526),small UX fix,packages/twenty-front (1),1,61,28,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/e4e7137660df3d973e062acde4e401205e3e6e6a,no
170,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,2026-03-12,c59f420d21,c59f420d21a88b75406907861388dee45ac5856f,Weiko,Hide tabs for system objects (#18583),core app change worth pulling,"packages/twenty-server (4), packages/twenty-front (2)",6,62,26,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/c59f420d21a88b75406907861388dee45ac5856f,no
171,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,2026-03-12,a3c392ce8b,a3c392ce8bb2b7d47ccbf1df3ef8ad437eb75bbf,Copilot,Reset selected widget when exiting record page layout edit mode (#18603),core app change worth pulling,packages/twenty-front (1),1,9,0,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/a3c392ce8bb2b7d47ccbf1df3ef8ad437eb75bbf,no
172,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,2026-03-13,262f9f5fe1,262f9f5fe11c3f15171e4299a0df9b18afc2ec02,Baptiste Devessier,Re-fetch conditional display property in the frontend (#18601),core app change worth pulling,packages/twenty-front (2),2,9,7,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/262f9f5fe11c3f15171e4299a0df9b18afc2ec02,no
173,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,2026-03-13,dfd28f5b4a,dfd28f5b4a15187beafc1af57c8b68fae927618b,Thomas Trompette,Separate create draft cases op (#18613),core app change worth pulling,"packages/twenty-front (1), packages/twenty-server (1)",2,48,40,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/dfd28f5b4a15187beafc1af57c8b68fae927618b,no
174,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,2026-03-20,698c15b8cd,698c15b8cdf331185caf959b1cc2da616c21b9fe,Thomas Trompette,Avoid side panel tab overriden by show page (#18800),core app change worth pulling,packages/twenty-front (1),1,1,0,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/698c15b8cdf331185caf959b1cc2da616c21b9fe,no
175,5,Optional Changes,5A,Optional Product Behavior,5A-01,high,2026-03-21,d389a4341d,d389a4341d5473b9977003eaed801292db32b638,Arun,[Fix]: Vertical bar charts with max data range do not show data up to the top if above max data range (#18748),core app change worth pulling,"packages/twenty-front (19), packages/twenty-server (9)",28,414,757,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/d389a4341d5473b9977003eaed801292db32b638,no
176,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,2026-03-24,4c6e102493,4c6e1024931e26cdd714f8c3061e92e090fef84e,Thomas Trompette,Display found items after full items loaded (#18914),core app change worth pulling,packages/twenty-front (1),1,24,26,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/4c6e1024931e26cdd714f8c3061e92e090fef84e,no
177,5,Optional Changes,5A,Optional Product Behavior,5A-02,medium,2026-03-25,441a9464d1,441a9464d1f1ece75a8d3a75f868d044af22dc16,Lucas Bordeau,Fixed board no value column not fetching more (#18977),core app change worth pulling,packages/twenty-front (1),1,8,5,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/441a9464d1f1ece75a8d3a75f868d044af22dc16,no
178,5,Optional Changes,5A,Optional Product Behavior,5A-02,medium,2026-03-26,f47608de07,f47608de073636f041968e9334c4b55b11817fa7,Abdul Rahman,Clear navbar edit selection when closing the side panel (#18940),core app change worth pulling,packages/twenty-front (2),2,29,15,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/f47608de073636f041968e9334c4b55b11817fa7,no
179,5,Optional Changes,5A,Optional Product Behavior,5A-02,medium,2026-04-02,4dfd6426c2,4dfd6426c2c2e4657071a25e025ddec7d46f08c4,Baptiste Devessier,Disable going to settings in layout edit mode (#19265),core app change worth pulling,packages/twenty-front (4),4,42,10,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/4dfd6426c2c2e4657071a25e025ddec7d46f08c4,no
180,5,Optional Changes,5A,Optional Product Behavior,5A-02,medium,2026-04-02,77315b7f6e,77315b7f6e943dd50dc8e8e262f93188584fcb20,Raphaël Bosi,Sync record selection with the edit mode (#19276),core app change worth pulling,packages/twenty-front (12),12,260,52,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/77315b7f6e943dd50dc8e8e262f93188584fcb20,no
